Component,Name,Start_Time,End_Time,Total_Time,Assembly_Time,Main_Assembly_Time,Transport_Time,Status,Transport_Delay
Box,Box_815,0.0,52192.49678470917,52192.49678470917,816.0,3.922532588454376,4.0,Success,-51368.574252120714
PowerSupply,PowerSupply_815,0.0,52201.56322816072,52201.56322816072,816.0,5.000000000000001,4.0,Success,-51376.56322816072
RAM,RAM_815,0.0,52210.30715615959,52210.30715615959,816.0,3.3552986512524092,4.0,Success,-51386.95185750834
Motherboard,Motherboard_815,0.0,52219.854733302935,52219.854733302935,816.0,5.0,4.0,Success,-51394.854733302935
CoolingSystem,CoolingSystem_815,0.0,52228.35739222252,52228.35739222252,816.0,4.447731755424063,4.0,Success,-51403.90966046709
Computer,Computer_528,,52233.768945935706,,5.0,,,Success,
Storage,Storage_407,0.0,52236.943572015654,52236.943572015654,408.0,3.922532588454376,4.0,Success,-51821.0210394272
Processor,Processor_816,0.0,52245.23385029757,52245.23385029757,817.0,5.0,2.0,Success,-51421.23385029757
Storage,Storage_816,0.0,52252.74778952983,52252.74778952983,817.0,3.922532588454376,2.0,Success,-51429.825256941374
Box,Box_816,0.0,52259.39765622952,52259.39765622952,817.0,3.922532588454376,2.0,Success,-51436.47512364107
RAM,RAM_816,0.0,52265.11502647653,52265.11502647653,817.0,3.3552986512524092,2.0,Success,-51442.75972782528
Motherboard,Motherboard_816,0.0,52272.52469799082,52272.52469799082,817.0,5.0,2.0,Success,-51448.52469799082
CoolingSystem,CoolingSystem_816,0.0,52280.62309230915,52280.62309230915,817.0,4.447731755424063,2.0,Success,-51457.17536055372
Processor,Processor_817,0.0,52289.59719860493,52289.59719860493,818.0,5.0,3.0,Success,-51463.59719860493
GraphicsCard,GraphicsCard_817,0.0,52298.32640109283,52298.32640109283,818.0,5.0,3.0,Success,-51472.32640109283
Storage,Storage_817,0.0,52305.555193735585,52305.555193735585,818.0,3.922532588454376,3.0,Success,-51480.63266114713
Box,Box_817,0.0,52314.001759023115,52314.001759023115,818.0,3.922532588454376,3.0,Success,-51489.07922643466
PowerSupply,PowerSupply_817,0.0,52323.54165729946,52323.54165729946,818.0,5.000000000000001,3.0,Success,-51497.54165729946
Computer,Computer_529,,52329.442782426195,,5.0,,,Success,
RAM,RAM_817,0.0,52330.749115637234,52330.749115637234,818.0,3.3552986512524092,3.0,Success,-51506.39381698598
CoolingSystem,CoolingSystem_817,0.0,52339.92289401542,52339.92289401542,818.0,4.447731755424063,3.0,Success,-51514.475162259994
Box,Box_408,0.0,52346.9521395739,52346.9521395739,409.0,3.922532588454376,2.0,Success,-51932.029606985445
Processor,Processor_818,0.0,52355.98353252506,52355.98353252506,819.0,5.0,4.0,Success,-51527.98353252506
GraphicsCard,GraphicsCard_818,0.0,52365.264480543214,52365.264480543214,819.0,5.0,4.0,Success,-51537.264480543214
Storage,Storage_818,0.0,52374.535454369136,52374.535454369136,819.0,3.922532588454376,4.0,Success,-51547.61292178068
PowerSupply,PowerSupply_818,0.0,52383.592582022546,52383.592582022546,819.0,5.000000000000001,4.0,Success,-51555.592582022546
RAM,RAM_818,0.0,52391.41497599404,52391.41497599404,819.0,3.3552986512524092,4.0,Success,-51565.05967734279
Motherboard,Motherboard_818,0.0,52400.47848279269,52400.47848279269,819.0,5.0,4.0,Success,-51572.47848279269
Computer,Computer_530,,52404.57682423378,,5.0,,,Success,
CoolingSystem,CoolingSystem_818,0.0,52410.62794447608,52410.62794447608,819.0,4.447731755424063,4.0,Success,-51583.180212720654
GraphicsCard,GraphicsCard_272,0.0,52419.99045864881,52419.99045864881,273.0,5.0,4.0,Success,-52137.99045864881
Processor,Processor_819,0.0,52427.0903622342,52427.0903622342,820.0,5.0,2.0,Success,-51600.0903622342
GraphicsCard,GraphicsCard_819,0.0,52434.78003076417,52434.78003076417,820.0,5.0,2.0,Success,-51607.78003076417
Storage,Storage_819,0.0,52440.87778042997,52440.87778042997,820.0,3.922532588454376,2.0,Success,-51614.95524784151
Box,Box_819,0.0,52446.99201746833,52446.99201746833,820.0,3.922532588454376,2.0,Success,-51621.069484879874
Motherboard,Motherboard_819,0.0,52454.05329477895,52454.05329477895,820.0,5.0,2.0,Success,-51627.05329477895
CoolingSystem,CoolingSystem_819,0.0,52462.26266006462,52462.26266006462,820.0,4.447731755424063,2.0,Success,-51635.81492830919
Processor,Processor_820,0.0,52471.80885402491,52471.80885402491,821.0,5.0,3.0,Success,-51642.80885402491
GraphicsCard,GraphicsCard_820,0.0,52480.570354344694,52480.570354344694,821.0,5.0,3.0,Success,-51651.570354344694
Storage,Storage_820,0.0,52488.15160259627,52488.15160259627,821.0,3.922532588454376,3.0,Success,-51660.229070007816
RAM,RAM_820,0.0,52495.07788984129,52495.07788984129,821.0,3.3552986512524092,3.0,Success,-51667.72259119004
Motherboard,Motherboard_820,0.0,52503.9991401578,52503.9991401578,821.0,5.0,3.0,Success,-51674.9991401578
CoolingSystem,CoolingSystem_820,0.0,52511.48068524019,52511.48068524019,821.0,4.447731755424063,3.0,Success,-51683.03295348476
Processor,Processor_821,0.0,52521.623408459316,52521.623408459316,822.0,5.0,4.0,Success,-51690.623408459316
GraphicsCard,GraphicsCard_821,0.0,52530.63248992945,52530.63248992945,822.0,5.0,4.0,Success,-51699.63248992945
Storage,Storage_821,0.0,52539.61398533873,52539.61398533873,822.0,3.922532588454376,4.0,Success,-51709.691452750274
Box,Box_821,0.0,52548.1998489924,52548.1998489924,822.0,3.922532588454376,4.0,Success,-51718.277316403946
PowerSupply,PowerSupply_821,0.0,52558.69929075976,52558.69929075976,822.0,5.000000000000001,4.0,Success,-51727.69929075976
RAM,RAM_821,0.0,52566.470451406225,52566.470451406225,822.0,3.3552986512524092,4.0,Success,-51737.115152754974
Motherboard,Motherboard_821,0.0,52575.478930970094,52575.478930970094,822.0,5.0,4.0,Success,-51744.478930970094
CoolingSystem,CoolingSystem_821,0.0,52584.05146756051,52584.05146756051,822.0,4.447731755424063,4.0,Success,-51753.60373580508
Processor,Processor_822,0.0,52591.731230723446,52591.731230723446,823.0,5.0,2.0,Success,-51761.731230723446
GraphicsCard,GraphicsCard_822,0.0,52599.375130623346,52599.375130623346,823.0,5.0,2.0,Success,-51769.375130623346
Storage,Storage_822,0.0,52605.47323028698,52605.47323028698,823.0,3.922532588454376,2.0,Success,-51776.55069769853
Box,Box_822,0.0,52611.788932752555,52611.788932752555,823.0,3.922532588454376,2.0,Success,-51782.8664001641
PowerSupply,PowerSupply_822,0.0,52620.75025094418,52620.75025094418,823.0,5.000000000000001,2.0,Success,-51790.75025094418
Computer,Computer_531,,52624.88138925695,,5.0,,,Success,
RAM,RAM_822,0.0,52626.61259229729,52626.61259229729,823.0,3.3552986512524092,2.0,Success,-51798.25729364604
Motherboard,Motherboard_822,0.0,52635.61182346112,52635.61182346112,823.0,5.0,2.0,Success,-51805.61182346112
CoolingSystem,CoolingSystem_822,0.0,52643.73548639026,52643.73548639026,823.0,4.447731755424063,2.0,Success,-51814.28775463483
Processor,Processor_823,0.0,52652.7060487168,52652.7060487168,824.0,5.0,3.0,Success,-51820.7060487168
Storage,Storage_823,0.0,52661.47931891553,52661.47931891553,824.0,3.922532588454376,3.0,Success,-51830.55678632708
Box,Box_823,0.0,52670.288176756985,52670.288176756985,824.0,3.922532588454376,3.0,Success,-51839.36564416853
PowerSupply,PowerSupply_823,0.0,52679.89685419542,52679.89685419542,824.0,5.000000000000001,3.0,Success,-51847.89685419542
RAM,RAM_823,0.0,52687.552088309916,52687.552088309916,824.0,3.3552986512524092,3.0,Success,-51857.196789658665
Motherboard,Motherboard_823,0.0,52697.27950150652,52697.27950150652,824.0,5.0,3.0,Success,-51865.27950150652
CoolingSystem,CoolingSystem_823,0.0,52705.61257907793,52705.61257907793,824.0,4.447731755424063,3.0,Success,-51874.16484732251
Box,Box_411,0.0,52713.026003080435,52713.026003080435,412.0,3.922532588454376,2.0,Success,-52295.10347049198
Processor,Processor_824,0.0,52722.52342446366,52722.52342446366,825.0,5.0,4.0,Success,-51888.52342446366
GraphicsCard,GraphicsCard_824,0.0,52733.25476842397,52733.25476842397,825.0,5.0,4.0,Success,-51899.25476842397
Computer,Computer_532,,52738.72715548163,,5.0,,,Success,
Storage,Storage_824,0.0,52742.52539873324,52742.52539873324,825.0,3.922532588454376,4.0,Success,-51909.602866144785
Box,Box_824,0.0,52752.02225684336,52752.02225684336,825.0,3.922532588454376,4.0,Success,-51919.099724254906
PowerSupply,PowerSupply_824,0.0,52761.94914621819,52761.94914621819,825.0,5.000000000000001,4.0,Success,-51927.94914621819
RAM,RAM_824,0.0,52770.986602762496,52770.986602762496,825.0,3.3552986512524092,4.0,Success,-51938.631304111244
Motherboard,Motherboard_824,0.0,52780.415859517176,52780.415859517176,825.0,5.0,4.0,Success,-51946.415859517176
CoolingSystem,CoolingSystem_824,0.0,52789.03243900069,52789.03243900069,825.0,4.447731755424063,4.0,Success,-51955.58470724527
Processor,Processor_825,0.0,52797.62153159829,52797.62153159829,826.0,5.0,2.0,Success,-51964.62153159829
GraphicsCard,GraphicsCard_825,0.0,52806.13758510947,52806.13758510947,826.0,5.0,2.0,Success,-51973.13758510947
Computer,Computer_533,,52810.33649680119,,5.0,,,Success,
Box,Box_825,0.0,52813.44994162384,52813.44994162384,826.0,3.922532588454376,2.0,Success,-51981.527409035385
RAM,RAM_825,0.0,52820.09499686085,52820.09499686085,826.0,3.3552986512524092,2.0,Success,-51988.739698209596
Motherboard,Motherboard_825,0.0,52828.301254917395,52828.301254917395,826.0,5.0,2.0,Success,-51995.301254917395
Processor,Processor_826,0.0,52836.88067445081,52836.88067445081,827.0,5.0,3.0,Success,-52001.88067445081
GraphicsCard,GraphicsCard_826,0.0,52845.76901855032,52845.76901855032,827.0,5.0,3.0,Success,-52010.76901855032
Storage,Storage_826,0.0,52853.127951585324,52853.127951585324,827.0,3.922532588454376,3.0,Success,-52019.20541899687
Box,Box_826,0.0,52861.94133374238,52861.94133374238,827.0,3.922532588454376,3.0,Success,-52028.01880115393
PowerSupply,PowerSupply_826,0.0,52871.01866692928,52871.01866692928,827.0,5.000000000000001,3.0,Success,-52036.01866692928
RAM,RAM_826,0.0,52879.28418499631,52879.28418499631,827.0,3.3552986512524092,3.0,Success,-52045.92888634506
Motherboard,Motherboard_826,0.0,52888.971357964234,52888.971357964234,827.0,5.0,3.0,Success,-52053.971357964234
CoolingSystem,CoolingSystem_826,0.0,52898.06934679461,52898.06934679461,827.0,4.447731755424063,3.0,Success,-52063.621615039185
Computer,Computer_534,,52902.39001319144,,5.0,,,Success,
Processor,Processor_827,0.0,52907.987885471695,52907.987885471695,828.0,5.0,4.0,Success,-52070.987885471695
Storage,Storage_827,0.0,52917.88116062028,52917.88116062028,828.0,3.922532588454376,4.0,Success,-52081.958628031825
PowerSupply,PowerSupply_827,0.0,52928.43257639132,52928.43257639132,828.0,5.000000000000001,4.0,Success,-52091.43257639132
RAM,RAM_827,0.0,52936.047874974065,52936.047874974065,828.0,3.3552986512524092,4.0,Success,-52100.692576322814
Motherboard,Motherboard_827,0.0,52946.9515421589,52946.9515421589,828.0,5.0,4.0,Success,-52109.9515421589
CoolingSystem,CoolingSystem_827,0.0,52955.99555081903,52955.99555081903,828.0,4.447731755424063,4.0,Success,-52119.547819063606
GraphicsCard,GraphicsCard_828,0.0,52963.08541006206,52963.08541006206,829.0,5.0,2.0,Success,-52127.08541006206
Box,Box_828,0.0,52969.51416471575,52969.51416471575,829.0,3.922532588454376,2.0,Success,-52134.591632127296
Computer,Computer_535,,52973.66672174333,,5.0,,,Success,
PowerSupply,PowerSupply_828,0.0,52978.06573393555,52978.06573393555,829.0,5.000000000000001,2.0,Success,-52142.06573393555
Motherboard,Motherboard_828,0.0,52985.42154930171,52985.42154930171,829.0,5.0,2.0,Success,-52149.42154930171
CoolingSystem,CoolingSystem_828,0.0,52992.166931019565,52992.166931019565,829.0,4.447731755424063,2.0,Success,-52156.71919926414
Processor,Processor_829,0.0,53002.01345522976,53002.01345522976,830.0,5.0,3.0,Success,-52164.01345522976
GraphicsCard,GraphicsCard_829,0.0,53010.73473068215,53010.73473068215,830.0,5.0,3.0,Success,-52172.73473068215
Storage,Storage_829,0.0,53019.33908838773,53019.33908838773,830.0,3.922532588454376,3.0,Success,-52182.416555799275
Box,Box_829,0.0,53027.99463013,53027.99463013,830.0,3.922532588454376,3.0,Success,-52191.072097541546
PowerSupply,PowerSupply_829,0.0,53037.882236648555,53037.882236648555,830.0,5.000000000000001,3.0,Success,-52199.882236648555
RAM,RAM_829,0.0,53045.5292000014,53045.5292000014,830.0,3.3552986512524092,3.0,Success,-52209.17390135015
Computer,Computer_536,,53050.04500040576,,5.0,,,Success,
Motherboard,Motherboard_829,0.0,53054.32390131052,53054.32390131052,830.0,5.0,3.0,Success,-52216.32390131052
CoolingSystem,CoolingSystem_829,0.0,53063.6089012056,53063.6089012056,830.0,4.447731755424063,3.0,Success,-52226.16116945018
Processor,Processor_830,0.0,53074.00626726186,53074.00626726186,831.0,5.0,4.0,Success,-52234.00626726186
GraphicsCard,GraphicsCard_830,0.0,53083.98559292866,53083.98559292866,831.0,5.0,4.0,Success,-52243.98559292866
Storage,Storage_830,0.0,53092.25195935098,53092.25195935098,831.0,3.922532588454376,4.0,Success,-52253.329426762524
PowerSupply,PowerSupply_830,0.0,53103.076184747624,53103.076184747624,831.0,5.000000000000001,4.0,Success,-52263.076184747624
RAM,RAM_830,0.0,53110.68566143888,53110.68566143888,831.0,3.3552986512524092,4.0,Success,-52272.33036278763
CoolingSystem,CoolingSystem_830,0.0,53120.566788267395,53120.566788267395,831.0,4.447731755424063,4.0,Success,-52281.11905651197
Processor,Processor_831,0.0,53128.65497569286,53128.65497569286,832.0,5.0,2.0,Success,-52289.65497569286
Storage,Storage_831,0.0,53136.21204871041,53136.21204871041,832.0,3.922532588454376,2.0,Success,-52298.28951612196
Box,Box_831,0.0,53143.25925792791,53143.25925792791,832.0,3.922532588454376,2.0,Success,-52305.33672533945
Computer,Computer_537,,53147.60341778675,,5.0,,,Success,
PowerSupply,PowerSupply_831,0.0,53151.156862613556,53151.156862613556,832.0,5.000000000000001,2.0,Success,-52312.156862613556
Motherboard,Motherboard_831,0.0,53158.88876253413,53158.88876253413,832.0,5.0,2.0,Success,-52319.88876253413
CoolingSystem,CoolingSystem_831,0.0,53166.05413813811,53166.05413813811,832.0,4.447731755424063,2.0,Success,-52327.606406382685
Processor,Processor_832,0.0,53174.408838234485,53174.408838234485,833.0,5.0,3.0,Success,-52333.408838234485
GraphicsCard,GraphicsCard_832,0.0,53184.350091165245,53184.350091165245,833.0,5.0,3.0,Success,-52343.350091165245
Storage,Storage_832,0.0,53192.82430552673,53192.82430552673,833.0,3.922532588454376,3.0,Success,-52352.901772938276
Box,Box_832,0.0,53201.597615980085,53201.597615980085,833.0,3.922532588454376,3.0,Success,-52361.67508339163
PowerSupply,PowerSupply_832,0.0,53211.306243634506,53211.306243634506,833.0,5.000000000000001,3.0,Success,-52370.306243634506
RAM,RAM_832,0.0,53219.03811793849,53219.03811793849,833.0,3.3552986512524092,3.0,Success,-52379.68281928724
Computer,Computer_538,,53224.51725945753,,5.0,,,Success,
Motherboard,Motherboard_832,0.0,53228.68652460257,53228.68652460257,833.0,5.0,3.0,Success,-52387.68652460257
Processor,Processor_833,0.0,53239.005358642724,53239.005358642724,834.0,5.0,4.0,Success,-52396.005358642724
GraphicsCard,GraphicsCard_833,0.0,53249.17415665637,53249.17415665637,834.0,5.0,4.0,Success,-52406.17415665637
Storage,Storage_833,0.0,53258.87929441879,53258.87929441879,834.0,3.922532588454376,4.0,Success,-52416.95676183033
Box,Box_833,0.0,53266.999124208276,53266.999124208276,834.0,3.922532588454376,4.0,Success,-52425.07659161982
RAM,RAM_833,0.0,53274.52962264496,53274.52962264496,834.0,3.3552986512524092,4.0,Success,-52433.174323993706
Motherboard,Motherboard_833,0.0,53283.779466367705,53283.779466367705,834.0,5.0,4.0,Success,-52440.779466367705
CoolingSystem,CoolingSystem_833,0.0,53292.858985751765,53292.858985751765,834.0,4.447731755424063,4.0,Success,-52450.41125399634
PowerSupply,PowerSupply_416,0.0,53302.50559748443,53302.50559748443,417.0,5.000000000000001,4.0,Success,-52876.50559748443
Processor,Processor_834,0.0,53310.09320406533,53310.09320406533,835.0,5.0,2.0,Success,-52468.09320406533
GraphicsCard,GraphicsCard_834,0.0,53318.59789292374,53318.59789292374,835.0,5.0,2.0,Success,-52476.59789292374
Storage,Storage_834,0.0,53325.83052236931,53325.83052236931,835.0,3.922532588454376,2.0,Success,-52484.907989780855
Box,Box_834,0.0,53333.48291012643,53333.48291012643,835.0,3.922532588454376,2.0,Success,-52492.56037753798
PowerSupply,PowerSupply_834,0.0,53342.23504681665,53342.23504681665,835.0,5.000000000000001,2.0,Success,-52500.23504681665
RAM,RAM_834,0.0,53347.71683652273,53347.71683652273,835.0,3.3552986512524092,2.0,Success,-52507.36153787148
Motherboard,Motherboard_834,0.0,53354.90015657471,53354.90015657471,835.0,5.0,2.0,Success,-52512.90015657471
CoolingSystem,CoolingSystem_834,0.0,53362.05416184466,53362.05416184466,835.0,4.447731755424063,2.0,Success,-52520.60643008923
Computer,Computer_539,,53367.827668481026,,5.0,,,Success,
Processor,Processor_835,0.0,53370.38715019897,53370.38715019897,836.0,5.0,3.0,Success,-52526.38715019897
Storage,Storage_835,0.0,53377.57051090772,53377.57051090772,836.0,3.922532588454376,3.0,Success,-52534.64797831926
Box,Box_835,0.0,53386.146786499696,53386.146786499696,836.0,3.922532588454376,3.0,Success,-52543.22425391124
PowerSupply,PowerSupply_835,0.0,53395.159651425536,53395.159651425536,836.0,5.000000000000001,3.0,Success,-52551.159651425536
Motherboard,Motherboard_835,0.0,53404.44670643458,53404.44670643458,836.0,5.0,3.0,Success,-52560.44670643458
CoolingSystem,CoolingSystem_835,0.0,53413.623593,53413.623593,836.0,4.447731755424063,3.0,Success,-52570.17586124457
Storage,Storage_417,0.0,53420.96248257918,53420.96248257918,418.0,3.922532588454376,2.0,Success,-52997.03994999073
CoolingSystem,CoolingSystem_417,0.0,53428.38293349773,53428.38293349773,418.0,4.447731755424063,2.0,Success,-53003.9352017423
Processor,Processor_836,0.0,53438.64158367085,53438.64158367085,837.0,5.0,4.0,Success,-52592.64158367085
GraphicsCard,GraphicsCard_836,0.0,53448.8864799595,53448.8864799595,837.0,5.0,4.0,Success,-52602.8864799595
Storage,Storage_836,0.0,53458.73811770067,53458.73811770067,837.0,3.922532588454376,4.0,Success,-52613.815585112214
Box,Box_836,0.0,53467.90322124054,53467.90322124054,837.0,3.922532588454376,4.0,Success,-52622.98068865208
PowerSupply,PowerSupply_836,0.0,53477.026981282215,53477.026981282215,837.0,5.000000000000001,4.0,Success,-52631.026981282215
RAM,RAM_836,0.0,53485.42683910942,53485.42683910942,837.0,3.3552986512524092,4.0,Success,-52641.07154045817
Computer,Computer_540,,53490.51278733364,,5.0,,,Success,
Motherboard,Motherboard_836,0.0,53495.35815891266,53495.35815891266,837.0,5.0,4.0,Success,-52649.35815891266
CoolingSystem,CoolingSystem_836,0.0,53505.407495935404,53505.407495935404,837.0,4.447731755424063,4.0,Success,-52659.95976417998
Processor,Processor_837,0.0,53513.33265150876,53513.33265150876,838.0,5.0,2.0,Success,-52668.33265150876
GraphicsCard,GraphicsCard_837,0.0,53520.680420437384,53520.680420437384,838.0,5.0,2.0,Success,-52675.680420437384
Storage,Storage_837,0.0,53527.86472600076,53527.86472600076,838.0,3.922532588454376,2.0,Success,-52683.9421934123
Box,Box_837,0.0,53535.24076790127,53535.24076790127,838.0,3.922532588454376,2.0,Success,-52691.318235312814
PowerSupply,PowerSupply_837,0.0,53542.630559352365,53542.630559352365,838.0,5.000000000000001,2.0,Success,-52697.630559352365
RAM,RAM_837,0.0,53548.95063318389,53548.95063318389,838.0,3.3552986512524092,2.0,Success,-52705.59533453264
Computer,Computer_541,,53553.64308863552,,5.0,,,Success,
Motherboard,Motherboard_837,0.0,53556.76292473777,53556.76292473777,838.0,5.0,2.0,Success,-52711.76292473777
CoolingSystem,CoolingSystem_837,0.0,53564.475030031645,53564.475030031645,838.0,4.447731755424063,2.0,Success,-52720.02729827622
GraphicsCard,GraphicsCard_418,0.0,53573.98126900213,53573.98126900213,419.0,5.0,3.0,Success,-53146.98126900213
Processor,Processor_838,0.0,53583.76557180055,53583.76557180055,839.0,5.0,3.0,Success,-52736.76557180055
GraphicsCard,GraphicsCard_838,0.0,53592.002038854545,53592.002038854545,839.0,5.0,3.0,Success,-52745.002038854545
Storage,Storage_838,0.0,53599.70836795755,53599.70836795755,839.0,3.922532588454376,3.0,Success,-52753.7858353691
Box,Box_838,0.0,53606.926921160666,53606.926921160666,839.0,3.922532588454376,3.0,Success,-52761.00438857221
PowerSupply,PowerSupply_838,0.0,53615.80166318731,53615.80166318731,839.0,5.000000000000001,3.0,Success,-52768.80166318731
RAM,RAM_838,0.0,53622.92676153144,53622.92676153144,839.0,3.3552986512524092,3.0,Success,-52777.57146288019
Computer,Computer_542,,53627.794044401286,,5.0,,,Success,
CoolingSystem,CoolingSystem_838,0.0,53631.16413902579,53631.16413902579,839.0,4.447731755424063,3.0,Success,-52784.71640727036
Processor,Processor_839,0.0,53640.9208747923,53640.9208747923,840.0,5.0,4.0,Success,-52791.9208747923
GraphicsCard,GraphicsCard_839,0.0,53650.74799148531,53650.74799148531,840.0,5.0,4.0,Success,-52801.74799148531
Storage,Storage_839,0.0,53658.88000869145,53658.88000869145,840.0,3.922532588454376,4.0,Success,-52810.957476102994
Box,Box_839,0.0,53666.878855859424,53666.878855859424,840.0,3.922532588454376,4.0,Success,-52818.95632327097
PowerSupply,PowerSupply_839,0.0,53676.92975479882,53676.92975479882,840.0,5.000000000000001,4.0,Success,-52827.92975479882
RAM,RAM_839,0.0,53684.51540488274,53684.51540488274,840.0,3.3552986512524092,4.0,Success,-52837.16010623149
Motherboard,Motherboard_839,0.0,53694.29517362858,53694.29517362858,840.0,5.0,4.0,Success,-52845.29517362858
Computer,Computer_543,,53699.771678547135,,5.0,,,Success,
CoolingSystem,CoolingSystem_839,0.0,53703.39166399385,53703.39166399385,840.0,4.447731755424063,4.0,Success,-52854.94393223842
Processor,Processor_840,0.0,53712.16292054084,53712.16292054084,841.0,5.0,2.0,Success,-52864.16292054084
GraphicsCard,GraphicsCard_840,0.0,53720.014296075016,53720.014296075016,841.0,5.0,2.0,Success,-52872.014296075016
Storage,Storage_840,0.0,53727.25816632635,53727.25816632635,841.0,3.922532588454376,2.0,Success,-52880.335633737894
Box,Box_840,0.0,53733.28954306693,53733.28954306693,841.0,3.922532588454376,2.0,Success,-52886.367010478476
PowerSupply,PowerSupply_840,0.0,53741.83350777476,53741.83350777476,841.0,5.000000000000001,2.0,Success,-52893.83350777476
RAM,RAM_840,0.0,53748.931530183996,53748.931530183996,841.0,3.3552986512524092,2.0,Success,-52902.576231532745
Motherboard,Motherboard_840,0.0,53756.3685536807,53756.3685536807,841.0,5.0,2.0,Success,-52908.3685536807
Computer,Computer_544,,53760.564035960844,,5.0,,,Success,
CoolingSystem,CoolingSystem_840,0.0,53764.32677911308,53764.32677911308,841.0,4.447731755424063,2.0,Success,-52916.87904735765
GraphicsCard,GraphicsCard_841,0.0,53774.28775941685,53774.28775941685,842.0,5.0,3.0,Success,-52924.28775941685
Storage,Storage_841,0.0,53782.32359271781,53782.32359271781,842.0,3.922532588454376,3.0,Success,-52933.401060129356
PowerSupply,PowerSupply_841,0.0,53790.92967510153,53790.92967510153,842.0,5.000000000000001,3.0,Success,-52940.92967510153
RAM,RAM_841,0.0,53798.94761732663,53798.94761732663,842.0,3.3552986512524092,3.0,Success,-52950.59231867538
Motherboard,Motherboard_841,0.0,53808.14785774305,53808.14785774305,842.0,5.0,3.0,Success,-52958.14785774305
CoolingSystem,CoolingSystem_841,0.0,53817.18608369168,53817.18608369168,842.0,4.447731755424063,3.0,Success,-52967.738351936256
Processor,Processor_842,0.0,53826.616471572896,53826.616471572896,843.0,5.0,4.0,Success,-52974.616471572896
GraphicsCard,GraphicsCard_842,0.0,53836.08604921962,53836.08604921962,843.0,5.0,4.0,Success,-52984.08604921962
Storage,Storage_842,0.0,53845.178276264975,53845.178276264975,843.0,3.922532588454376,4.0,Success,-52994.25574367652
Box,Box_842,0.0,53853.80353742463,53853.80353742463,843.0,3.922532588454376,4.0,Success,-53002.88100483618
Computer,Computer_545,,53858.31445577406,,5.0,,,Success,
PowerSupply,PowerSupply_842,0.0,53864.787877368275,53864.787877368275,843.0,5.000000000000001,4.0,Success,-53012.787877368275
RAM,RAM_842,0.0,53873.544730839414,53873.544730839414,843.0,3.3552986512524092,4.0,Success,-53023.18943218816
Motherboard,Motherboard_842,0.0,53883.50694133319,53883.50694133319,843.0,5.0,4.0,Success,-53031.50694133319
CoolingSystem,CoolingSystem_842,0.0,53893.52027326766,53893.52027326766,843.0,4.447731755424063,4.0,Success,-53042.072541512236
Processor,Processor_843,0.0,53902.06347929908,53902.06347929908,844.0,5.0,2.0,Success,-53051.06347929908
GraphicsCard,GraphicsCard_843,0.0,53909.94383353977,53909.94383353977,844.0,5.0,2.0,Success,-53058.94383353977
Storage,Storage_843,0.0,53917.56242395911,53917.56242395911,844.0,3.922532588454376,2.0,Success,-53067.63989137066
Box,Box_843,0.0,53923.6651231749,53923.6651231749,844.0,3.922532588454376,2.0,Success,-53073.742590586444
Computer,Computer_546,,53927.723261778556,,5.0,,,Success,
PowerSupply,PowerSupply_843,0.0,53932.18323151807,53932.18323151807,844.0,5.000000000000001,2.0,Success,-53081.18323151807
RAM,RAM_843,0.0,53939.37336077477,53939.37336077477,844.0,3.3552986512524092,2.0,Success,-53090.01806212352
Motherboard,Motherboard_843,0.0,53946.87844726755,53946.87844726755,844.0,5.0,2.0,Success,-53095.87844726755
CoolingSystem,CoolingSystem_843,0.0,53954.75276371942,53954.75276371942,844.0,4.447731755424063,2.0,Success,-53104.305031963995
GraphicsCard,GraphicsCard_421,0.0,53963.71834990353,53963.71834990353,422.0,5.0,3.0,Success,-53533.71834990353
Motherboard,Motherboard_421,0.0,53973.28528913674,53973.28528913674,422.0,5.0,3.0,Success,-53543.28528913674
CoolingSystem,CoolingSystem_421,0.0,53982.43807824835,53982.43807824835,422.0,4.447731755424063,3.0,Success,-53552.99034649292
Processor,Processor_844,0.0,53991.18554461568,53991.18554461568,845.0,5.0,3.0,Success,-53138.18554461568
GraphicsCard,GraphicsCard_844,0.0,53999.59116593527,53999.59116593527,845.0,5.0,3.0,Success,-53146.59116593527
Storage,Storage_844,0.0,54007.210582378946,54007.210582378946,845.0,3.922532588454376,3.0,Success,-53155.28804979049
Box,Box_844,0.0,54015.676488146564,54015.676488146564,845.0,3.922532588454376,3.0,Success,-53163.75395555811
Computer,Computer_547,,54019.90534170008,,5.0,,,Success,
PowerSupply,PowerSupply_844,0.0,54023.98023692576,54023.98023692576,845.0,5.000000000000001,3.0,Success,-53170.98023692576
Motherboard,Motherboard_844,0.0,54032.72693927803,54032.72693927803,845.0,5.0,3.0,Success,-53179.72693927803
CoolingSystem,CoolingSystem_844,0.0,54040.37787766094,54040.37787766094,845.0,4.447731755424063,3.0,Success,-53187.93014590551
Processor,Processor_845,0.0,54050.20062249448,54050.20062249448,846.0,5.0,4.0,Success,-53195.20062249448
Storage,Storage_845,0.0,54058.68667457104,54058.68667457104,846.0,3.922532588454376,4.0,Success,-53204.76414198259
Box,Box_845,0.0,54067.446959890745,54067.446959890745,846.0,3.922532588454376,4.0,Success,-53213.52442730229
RAM,RAM_845,0.0,54076.69819705053,54076.69819705053,846.0,3.3552986512524092,4.0,Success,-53223.34289839928
