Component,Name,Start_Time,End_Time,Total_Time,Assembly_Time,Main_Assembly_Time,Transport_Time,Status,Transport_Delay
Processor,Processor_0,0.0,9.451655683222267,9.451655683222267,1.0,5.0,2.0,Success,-1.451655683222267
GraphicsCard,GraphicsCard_0,0.0,17.52149678461432,17.52149678461432,1.0,5.0,2.0,Success,-9.521496784614321
Storage,Storage_0,0.0,24.64642398682878,24.64642398682878,1.0,3.922532588454376,2.0,Success,-17.723891398374402
Box,Box_0,0.0,31.98045432586503,31.98045432586503,1.0,3.922532588454376,2.0,Success,-25.057921737410652
CoolingSystem,CoolingSystem_11,0.0,36.0,36.0,12.0,4.447731755424063,4.0,Success,-15.552268244575938
PowerSupply,PowerSupply_0,0.0,40.7887221203688,40.7887221203688,1.0,5.000000000000001,2.0,Success,-32.7887221203688
RAM,RAM_0,0.0,46.21046459642883,46.21046459642883,1.0,3.3552986512524092,2.0,Success,-39.85516594517642
Motherboard,Motherboard_0,0.0,54.09235174679563,54.09235174679563,1.0,5.0,2.0,Success,-46.09235174679563
CoolingSystem,CoolingSystem_0,0.0,62.25070543502165,62.25070543502165,1.0,4.447731755424063,2.0,Success,-54.802973679597585
Computer,Computer_0,,68.0714126020398,,5.0,,,Success,
GraphicsCard,GraphicsCard_1,0.0,71.60289158558572,71.60289158558572,2.0,5.0,3.0,Success,-61.60289158558572
Storage,Storage_1,0.0,79.72531497365291,79.72531497365291,2.0,3.922532588454376,3.0,Success,-70.80278238519854
Box,Box_1,0.0,87.78030654045925,87.78030654045925,2.0,3.922532588454376,3.0,Success,-78.85777395200488
PowerSupply,PowerSupply_1,0.0,96.77753550407513,96.77753550407513,2.0,5.000000000000001,3.0,Success,-86.77753550407513
RAM,RAM_1,0.0,104.89289032275519,104.89289032275519,2.0,3.3552986512524092,3.0,Success,-96.53759167150278
Motherboard,Motherboard_1,0.0,113.92635168311598,113.92635168311598,2.0,5.0,3.0,Success,-103.92635168311598
CoolingSystem,CoolingSystem_1,0.0,123.32429163027719,123.32429163027719,2.0,4.447731755424063,3.0,Success,-113.87655987485313
Processor,Processor_2,0.0,134.1597471306029,134.1597471306029,3.0,5.0,4.0,Success,-122.15974713060291
Computer,Computer_1,,139.4974734237758,,5.0,,,Success,
Storage,Storage_2,0.0,143.16516974108654,143.16516974108654,3.0,3.922532588454376,4.0,Success,-132.24263715263217
Box,Box_2,0.0,153.0471928954273,153.0471928954273,3.0,3.922532588454376,4.0,Success,-142.1246603069729
RAM,RAM_2,0.0,162.1122680457889,162.1122680457889,3.0,3.3552986512524092,4.0,Success,-151.7569693945365
Motherboard,Motherboard_2,0.0,172.51105311796815,172.51105311796815,3.0,5.0,4.0,Success,-160.51105311796815
CoolingSystem,CoolingSystem_2,0.0,182.7560573623224,182.7560573623224,3.0,4.447731755424063,4.0,Success,-171.30832560689834
Processor,Processor_3,0.0,190.26566942812056,190.26566942812056,4.0,5.0,2.0,Success,-179.26566942812056
GraphicsCard,GraphicsCard_3,0.0,198.15363932445575,198.15363932445575,4.0,5.0,2.0,Success,-187.15363932445575
Storage,Storage_3,0.0,204.6213097081587,204.6213097081587,4.0,3.922532588454376,2.0,Success,-194.69877711970432
Box,Box_3,0.0,212.51351940544384,212.51351940544384,4.0,3.922532588454376,2.0,Success,-202.59098681698947
RAM,RAM_3,0.0,218.46061478438818,218.46061478438818,4.0,3.3552986512524092,2.0,Success,-209.10531613313577
Motherboard,Motherboard_3,0.0,225.4624749620912,225.4624749620912,4.0,5.0,2.0,Success,-214.4624749620912
CoolingSystem,CoolingSystem_3,0.0,233.46067786649624,233.46067786649624,4.0,4.447731755424063,2.0,Success,-223.01294611107218
Processor,Processor_1,0.0,243.2212065896477,243.2212065896477,2.0,5.0,3.0,Success,-233.2212065896477
Processor,Processor_4,0.0,251.86187159920598,251.86187159920598,5.0,5.0,3.0,Success,-238.86187159920598
GraphicsCard,GraphicsCard_4,0.0,260.43175351847475,260.43175351847475,5.0,5.0,3.0,Success,-247.43175351847475
Storage,Storage_4,0.0,268.09901230960116,268.09901230960116,5.0,3.922532588454376,3.0,Success,-256.1764797211468
PowerSupply,PowerSupply_4,0.0,276.5182489141861,276.5182489141861,5.0,5.000000000000001,3.0,Success,-263.5182489141861
Computer,Computer_2,,281.3291076524363,,5.0,,,Success,
RAM,RAM_4,0.0,283.65037682388754,283.65037682388754,5.0,3.3552986512524092,3.0,Success,-272.29507817263516
Motherboard,Motherboard_4,0.0,293.59838898211484,293.59838898211484,5.0,5.0,3.0,Success,-280.59838898211484
CoolingSystem,CoolingSystem_4,0.0,302.41169901017196,302.41169901017196,5.0,4.447731755424063,3.0,Success,-289.9639672547479
Processor,Processor_5,0.0,311.7976748947577,311.7976748947577,6.0,5.0,4.0,Success,-296.7976748947577
CoolingSystem,CoolingSystem_105,0.0,318.0,318.0,106.0,4.447731755424063,2.0,Success,-205.55226824457594
GraphicsCard,GraphicsCard_5,0.0,321.8796109008836,321.8796109008836,6.0,5.0,4.0,Success,-306.8796109008836
Storage,Storage_5,0.0,330.92595542534326,330.92595542534326,6.0,3.922532588454376,4.0,Success,-317.0034228368889
Box,Box_5,0.0,339.73737245983415,339.73737245983415,6.0,3.922532588454376,4.0,Success,-325.8148398713798
PowerSupply,PowerSupply_5,0.0,349.011693461191,349.011693461191,6.0,5.000000000000001,4.0,Success,-334.011693461191
Computer,Computer_3,,354.4420848807704,,5.0,,,Success,
RAM,RAM_5,0.0,357.93373890253577,357.93373890253577,6.0,3.3552986512524092,4.0,Success,-344.5784402512834
Motherboard,Motherboard_5,0.0,368.08394363390244,368.08394363390244,6.0,5.0,4.0,Success,-353.08394363390244
CoolingSystem,CoolingSystem_5,0.0,377.3842672007135,377.3842672007135,6.0,4.447731755424063,4.0,Success,-362.93653544528945
PowerSupply,PowerSupply_2,0.0,388.3822918709707,388.3822918709707,3.0,5.000000000000001,4.0,Success,-376.3822918709707
Processor,Processor_6,0.0,395.457719246559,395.457719246559,7.0,5.0,2.0,Success,-381.457719246559
CoolingSystem,CoolingSystem_132,0.0,399.0,399.0,133.0,4.447731755424063,2.0,Success,-259.55226824457594
GraphicsCard,GraphicsCard_6,0.0,403.37806304165827,403.37806304165827,7.0,5.0,2.0,Success,-389.37806304165827
Storage,Storage_6,0.0,411.05749675640266,411.05749675640266,7.0,3.922532588454376,2.0,Success,-398.1349641679483
Box,Box_6,0.0,418.5335006561601,418.5335006561601,7.0,3.922532588454376,2.0,Success,-405.6109680677057
Computer,Computer_4,,423.71084546805673,,5.0,,,Success,
PowerSupply,PowerSupply_6,0.0,427.50131471880053,427.50131471880053,7.0,5.000000000000001,2.0,Success,-413.50131471880053
RAM,RAM_6,0.0,432.95086185200887,432.95086185200887,7.0,3.3552986512524092,2.0,Success,-420.5955632007565
Motherboard,Motherboard_6,0.0,440.11208223068485,440.11208223068485,7.0,5.0,2.0,Success,-426.11208223068485
Processor,Processor_7,0.0,448.95599098308384,448.95599098308384,8.0,5.0,3.0,Success,-432.95599098308384
GraphicsCard,GraphicsCard_7,0.0,458.48610817378375,458.48610817378375,8.0,5.0,3.0,Success,-442.48610817378375
Storage,Storage_7,0.0,466.16852847888146,466.16852847888146,8.0,3.922532588454376,3.0,Success,-451.2459958904271
Box,Box_7,0.0,474.266693551738,474.266693551738,8.0,3.922532588454376,3.0,Success,-459.3441609632836
PowerSupply,PowerSupply_7,0.0,482.3645954376309,482.3645954376309,8.0,5.000000000000001,3.0,Success,-466.3645954376309
RAM,RAM_7,0.0,490.23542147513706,490.23542147513706,8.0,3.3552986512524092,3.0,Success,-475.8801228238847
Motherboard,Motherboard_7,0.0,499.5691621832913,499.5691621832913,8.0,5.0,3.0,Success,-483.5691621832913
CoolingSystem,CoolingSystem_7,0.0,508.26221344803366,508.26221344803366,8.0,4.447731755424063,3.0,Success,-492.8144816926096
Computer,Computer_5,,512.2953464790828,,5.0,,,Success,
Processor,Processor_8,0.0,517.3673487984547,517.3673487984547,9.0,5.0,4.0,Success,-499.3673487984547
GraphicsCard,GraphicsCard_8,0.0,528.2156809906074,528.2156809906074,9.0,5.0,4.0,Success,-510.21568099060744
Storage,Storage_8,0.0,538.0581614719969,538.0581614719969,9.0,3.922532588454376,4.0,Success,-521.1356288835425
Box,Box_8,0.0,547.9264978850584,547.9264978850584,9.0,3.922532588454376,4.0,Success,-531.0039652966041
PowerSupply,PowerSupply_8,0.0,557.1926451855413,557.1926451855413,9.0,5.000000000000001,4.0,Success,-539.1926451855413
RAM,RAM_8,0.0,564.7969050484776,564.7969050484776,9.0,3.3552986512524092,4.0,Success,-548.4416063972252
Motherboard,Motherboard_8,0.0,573.9498587226865,573.9498587226865,9.0,5.0,4.0,Success,-555.9498587226865
CoolingSystem,CoolingSystem_8,0.0,583.2834766439563,583.2834766439563,9.0,4.447731755424063,4.0,Success,-565.8357448885322
Computer,Computer_6,,588.8814149888561,,5.0,,,Success,
GraphicsCard,GraphicsCard_2,0.0,593.2248955062834,593.2248955062834,3.0,5.0,4.0,Success,-581.2248955062834
Processor,Processor_9,0.0,601.9320501565103,601.9320501565103,10.0,5.0,2.0,Success,-584.9320501565103
Storage,Storage_9,0.0,609.3102519787653,609.3102519787653,10.0,3.922532588454376,2.0,Success,-593.387719390311
PowerSupply,PowerSupply_9,0.0,617.6911425850668,617.6911425850668,10.0,5.000000000000001,2.0,Success,-600.6911425850668
RAM,RAM_9,0.0,623.6788978044191,623.6788978044191,10.0,3.3552986512524092,2.0,Success,-608.3235991531667
Motherboard,Motherboard_9,0.0,632.075994124464,632.075994124464,10.0,5.0,2.0,Success,-615.075994124464
CoolingSystem,CoolingSystem_9,0.0,639.5848226119289,639.5848226119289,10.0,4.447731755424063,2.0,Success,-623.1370908565048
Processor,Processor_10,0.0,648.7115142381765,648.7115142381765,11.0,5.0,3.0,Success,-629.7115142381765
GraphicsCard,GraphicsCard_10,0.0,657.6641848629037,657.6641848629037,11.0,5.0,3.0,Success,-638.6641848629037
Storage,Storage_10,0.0,665.7263956261094,665.7263956261094,11.0,3.922532588454376,3.0,Success,-647.803863037655
PowerSupply,PowerSupply_10,0.0,674.3761633767598,674.3761633767598,11.0,5.000000000000001,3.0,Success,-655.3761633767598
RAM,RAM_10,0.0,682.6459577624994,682.6459577624994,11.0,3.3552986512524092,3.0,Success,-665.290659111247
Motherboard,Motherboard_10,0.0,692.2617363945643,692.2617363945643,11.0,5.0,3.0,Success,-673.2617363945643
CoolingSystem,CoolingSystem_10,0.0,700.5475505852654,700.5475505852654,11.0,4.447731755424063,3.0,Success,-682.0998188298413
PowerSupply,PowerSupply_234,0.0,705.0,705.0,235.0,5.000000000000001,2.0,Success,-463.0
Processor,Processor_11,0.0,711.1267260113059,711.1267260113059,12.0,5.0,4.0,Success,-690.1267260113059
Storage,Storage_11,0.0,720.3681388312644,720.3681388312644,12.0,3.922532588454376,4.0,Success,-700.4456062428101
Box,Box_11,0.0,729.471832617649,729.471832617649,12.0,3.922532588454376,4.0,Success,-709.5493000291947
Computer,Computer_7,,734.2690173901794,,5.0,,,Success,
RAM,RAM_11,0.0,738.3440981760091,738.3440981760091,12.0,3.3552986512524092,4.0,Success,-718.9887995247567
Motherboard,Motherboard_11,0.0,747.8459073032386,747.8459073032386,12.0,5.0,4.0,Success,-726.8459073032386
PowerSupply,PowerSupply_3,0.0,755.56135316689,755.56135316689,4.0,5.000000000000001,2.0,Success,-744.56135316689
Processor,Processor_12,0.0,762.9887827023663,762.9887827023663,13.0,5.0,2.0,Success,-742.9887827023663
GraphicsCard,GraphicsCard_12,0.0,771.5850155789029,771.5850155789029,13.0,5.0,2.0,Success,-751.5850155789029
Box,Box_12,0.0,777.7568942612056,777.7568942612056,13.0,3.922532588454376,2.0,Success,-758.8343616727512
PowerSupply,PowerSupply_12,0.0,786.5258053200165,786.5258053200165,13.0,5.000000000000001,2.0,Success,-766.5258053200165
RAM,RAM_12,0.0,792.0174421751524,792.0174421751524,13.0,3.3552986512524092,2.0,Success,-773.6621435239
Motherboard,Motherboard_12,0.0,799.4891839489387,799.4891839489387,13.0,5.0,2.0,Success,-779.4891839489387
CoolingSystem,CoolingSystem_12,0.0,806.0444033276165,806.0444033276165,13.0,4.447731755424063,2.0,Success,-786.5966715721923
Processor,Processor_13,0.0,815.3724436893416,815.3724436893416,14.0,5.0,3.0,Success,-793.3724436893416
GraphicsCard,GraphicsCard_13,0.0,823.494560286135,823.494560286135,14.0,5.0,3.0,Success,-801.494560286135
Storage,Storage_13,0.0,831.85952654231,831.85952654231,14.0,3.922532588454376,3.0,Success,-810.9369939538557
Computer,Computer_8,,837.6635678779941,,5.0,,,Success,
Box,Box_13,0.0,838.9956524982713,838.9956524982713,14.0,3.922532588454376,3.0,Success,-818.0731199098169
PowerSupply,PowerSupply_13,0.0,848.0178204995061,848.0178204995061,14.0,5.000000000000001,3.0,Success,-826.0178204995061
RAM,RAM_13,0.0,855.1670257447026,855.1670257447026,14.0,3.3552986512524092,3.0,Success,-834.8117270934503
Motherboard,Motherboard_13,0.0,863.4559757130648,863.4559757130648,14.0,5.0,3.0,Success,-841.4559757130648
CoolingSystem,CoolingSystem_13,0.0,870.9999725448114,870.9999725448114,14.0,4.447731755424063,3.0,Success,-849.5522407893873
CoolingSystem,CoolingSystem_6,0.0,877.5489615412547,877.5489615412547,7.0,4.447731755424063,2.0,Success,-864.1012297858306
Processor,Processor_14,0.0,887.2995614705161,887.2995614705161,15.0,5.0,4.0,Success,-863.2995614705161
GraphicsCard,GraphicsCard_14,0.0,898.2773843988391,898.2773843988391,15.0,5.0,4.0,Success,-874.2773843988391
Storage,Storage_14,0.0,907.6652363779941,907.6652363779941,15.0,3.922532588454376,4.0,Success,-884.7427037895397
Box,Box_14,0.0,916.4732619175096,916.4732619175096,15.0,3.922532588454376,4.0,Success,-893.5507293290552
PowerSupply,PowerSupply_14,0.0,925.729347205561,925.729347205561,15.0,5.000000000000001,4.0,Success,-901.729347205561
RAM,RAM_14,0.0,934.5877487001449,934.5877487001449,15.0,3.3552986512524092,4.0,Success,-912.2324500488925
Motherboard,Motherboard_14,0.0,943.7761285957484,943.7761285957484,15.0,5.0,4.0,Success,-919.7761285957484
Box,Box_4,0.0,950.9907825006795,950.9907825006795,5.0,3.922532588454376,3.0,Success,-939.0682499122252
Processor,Processor_15,0.0,959.9400648264561,959.9400648264561,16.0,5.0,2.0,Success,-936.9400648264561
GraphicsCard,GraphicsCard_15,0.0,968.2939620835523,968.2939620835523,16.0,5.0,2.0,Success,-945.2939620835523
Storage,Storage_15,0.0,974.6123502000999,974.6123502000999,16.0,3.922532588454376,2.0,Success,-952.6898176116455
Box,Box_15,0.0,981.2913685998542,981.2913685998542,16.0,3.922532588454376,2.0,Success,-959.3688360113998
PowerSupply,PowerSupply_15,0.0,990.274293650341,990.274293650341,16.0,5.000000000000001,2.0,Success,-967.274293650341
RAM,RAM_15,0.0,996.3185119878103,996.3185119878103,16.0,3.3552986512524092,2.0,Success,-974.9632133365579
Motherboard,Motherboard_15,0.0,1003.8105008834262,1003.8105008834262,16.0,5.0,2.0,Success,-980.8105008834262
CoolingSystem,CoolingSystem_15,0.0,1010.3236624230836,1010.3236624230836,16.0,4.447731755424063,2.0,Success,-987.8759306676595
Box,Box_337,0.0,1014.0,1014.0,338.0,3.922532588454376,3.0,Success,-669.0774674115456
Computer,Computer_9,,1015.7014389166903,,5.0,,,Success,
Processor,Processor_16,0.0,1019.8983598228846,1019.8983598228846,17.0,5.0,3.0,Success,-994.8983598228846
GraphicsCard,GraphicsCard_16,0.0,1028.0748769837426,1028.0748769837426,17.0,5.0,3.0,Success,-1003.0748769837426
Storage,Storage_16,0.0,1035.369478701167,1035.369478701167,17.0,3.922532588454376,3.0,Success,-1011.4469461127127
Box,Box_16,0.0,1042.466500393073,1042.466500393073,17.0,3.922532588454376,3.0,Success,-1018.5439678046185
PowerSupply,PowerSupply_16,0.0,1050.642877857073,1050.642877857073,17.0,5.000000000000001,3.0,Success,-1025.642877857073
RAM,RAM_16,0.0,1057.6795701113342,1057.6795701113342,17.0,3.3552986512524092,3.0,Success,-1034.3242714600817
Motherboard,Motherboard_16,0.0,1065.840467070604,1065.840467070604,17.0,5.0,3.0,Success,-1040.840467070604
Processor,Processor_17,0.0,1075.0572210237094,1075.0572210237094,18.0,5.0,4.0,Success,-1048.0572210237094
GraphicsCard,GraphicsCard_17,0.0,1084.5464056416602,1084.5464056416602,18.0,5.0,4.0,Success,-1057.5464056416602
Storage,Storage_17,0.0,1093.0129020851834,1093.0129020851834,18.0,3.922532588454376,4.0,Success,-1067.090369496729
Box,Box_17,0.0,1101.1569823760299,1101.1569823760299,18.0,3.922532588454376,4.0,Success,-1075.2344497875754
RAM,RAM_17,0.0,1108.5262288970634,1108.5262288970634,18.0,3.3552986512524092,4.0,Success,-1083.170930245811
Motherboard,Motherboard_17,0.0,1118.4889168182208,1118.4889168182208,18.0,5.0,4.0,Success,-1091.4889168182208
CoolingSystem,CoolingSystem_17,0.0,1128.237188931947,1128.237188931947,18.0,4.447731755424063,4.0,Success,-1101.789457176523
Computer,Computer_10,,1133.7253347338465,,5.0,,,Success,
Processor,Processor_18,0.0,1136.284975095938,1136.284975095938,19.0,5.0,2.0,Success,-1110.284975095938
GraphicsCard,GraphicsCard_18,0.0,1144.4405734213465,1144.4405734213465,19.0,5.0,2.0,Success,-1118.4405734213465
Box,Box_18,0.0,1151.4242207037435,1151.4242207037435,19.0,3.922532588454376,2.0,Success,-1126.501688115289
PowerSupply,PowerSupply_18,0.0,1159.7621081828704,1159.7621081828704,19.0,5.000000000000001,2.0,Success,-1133.7621081828704
RAM,RAM_18,0.0,1166.2226890168563,1166.2226890168563,19.0,3.3552986512524092,2.0,Success,-1141.8673903656038
CoolingSystem,CoolingSystem_18,0.0,1173.2014905038102,1173.2014905038102,19.0,4.447731755424063,2.0,Success,-1147.7537587483862
Processor,Processor_19,0.0,1182.3509740193945,1182.3509740193945,20.0,5.0,3.0,Success,-1154.3509740193945
GraphicsCard,GraphicsCard_19,0.0,1191.8936442387592,1191.8936442387592,20.0,5.0,3.0,Success,-1163.8936442387592
Storage,Storage_19,0.0,1199.6841005277597,1199.6841005277597,20.0,3.922532588454376,3.0,Success,-1172.7615679393052
Box,Box_19,0.0,1208.4329219529507,1208.4329219529507,20.0,3.922532588454376,3.0,Success,-1181.5103893644962
PowerSupply,PowerSupply_19,0.0,1217.6078506501512,1217.6078506501512,20.0,5.000000000000001,3.0,Success,-1189.6078506501512
RAM,RAM_19,0.0,1224.2912018962702,1224.2912018962702,20.0,3.3552986512524092,3.0,Success,-1197.9359032450177
Motherboard,Motherboard_19,0.0,1232.8283331459402,1232.8283331459402,20.0,5.0,3.0,Success,-1204.8283331459402
Computer,Computer_11,,1238.3210081953582,,5.0,,,Success,
GraphicsCard,GraphicsCard_9,0.0,1240.5413448295315,1240.5413448295315,10.0,5.0,2.0,Success,-1223.5413448295315
Box,Box_9,0.0,1247.1149840098903,1247.1149840098903,10.0,3.922532588454376,2.0,Success,-1231.1924514214359
Processor,Processor_20,0.0,1258.0478538997977,1258.0478538997977,21.0,5.0,4.0,Success,-1228.0478538997977
GraphicsCard,GraphicsCard_20,0.0,1267.9867939558621,1267.9867939558621,21.0,5.0,4.0,Success,-1237.9867939558621
Storage,Storage_20,0.0,1276.0310991796287,1276.0310991796287,21.0,3.922532588454376,4.0,Success,-1247.1085665911742
Box,Box_20,0.0,1284.349031343066,1284.349031343066,21.0,3.922532588454376,4.0,Success,-1255.4264987546114
PowerSupply,PowerSupply_20,0.0,1293.3679561250294,1293.3679561250294,21.0,5.000000000000001,4.0,Success,-1263.3679561250294
RAM,RAM_20,0.0,1302.2505005582873,1302.2505005582873,21.0,3.3552986512524092,4.0,Success,-1273.8952019070348
CoolingSystem,CoolingSystem_20,0.0,1311.2813606091268,1311.2813606091268,21.0,4.447731755424063,4.0,Success,-1281.8336288537027
Processor,Processor_21,0.0,1319.8712569064821,1319.8712569064821,22.0,5.0,2.0,Success,-1290.8712569064821
GraphicsCard,GraphicsCard_21,0.0,1327.3328722059118,1327.3328722059118,22.0,5.0,2.0,Success,-1298.3328722059118
Storage,Storage_21,0.0,1333.4699798349466,1333.4699798349466,22.0,3.922532588454376,2.0,Success,-1305.547447246492
Box,Box_21,0.0,1339.9003106554326,1339.9003106554326,22.0,3.922532588454376,2.0,Success,-1311.977778066978
PowerSupply,PowerSupply_21,0.0,1347.8695769584974,1347.8695769584974,22.0,5.000000000000001,2.0,Success,-1318.8695769584974
GraphicsCard,GraphicsCard_449,0.0,1350.0,1350.0,450.0,5.0,4.0,Success,-891.0
RAM,RAM_21,0.0,1354.1122084795586,1354.1122084795586,22.0,3.3552986512524092,2.0,Success,-1326.756909828306
Motherboard,Motherboard_21,0.0,1363.0419471729338,1363.0419471729338,22.0,5.0,2.0,Success,-1334.0419471729338
Computer,Computer_12,,1367.6799403101834,,5.0,,,Success,
CoolingSystem,CoolingSystem_21,0.0,1371.0475647027415,1371.0475647027415,22.0,4.447731755424063,2.0,Success,-1342.5998329473175
Box,Box_10,0.0,1379.081686558582,1379.081686558582,11.0,3.922532588454376,3.0,Success,-1361.1591539701276
Processor,Processor_22,0.0,1388.436785403279,1388.436785403279,23.0,5.0,3.0,Success,-1357.436785403279
GraphicsCard,GraphicsCard_22,0.0,1397.1075901353354,1397.1075901353354,23.0,5.0,3.0,Success,-1366.1075901353354
Storage,Storage_22,0.0,1404.9762544213868,1404.9762544213868,23.0,3.922532588454376,3.0,Success,-1375.0537218329323
Box,Box_22,0.0,1412.676961348064,1412.676961348064,23.0,3.922532588454376,3.0,Success,-1382.7544287596095
CoolingSystem,CoolingSystem_470,0.0,1413.0,1413.0,471.0,4.447731755424063,4.0,Success,-933.5522682445759
PowerSupply,PowerSupply_22,0.0,1421.6206339409607,1421.6206339409607,23.0,5.000000000000001,3.0,Success,-1390.6206339409607
RAM,RAM_22,0.0,1429.408949789504,1429.408949789504,23.0,3.3552986512524092,3.0,Success,-1400.0536511382516
PowerSupply,PowerSupply_478,0.0,1437.0,1437.0,479.0,5.000000000000001,3.0,Success,-950.0
Motherboard,Motherboard_22,0.0,1438.2524127855143,1438.2524127855143,23.0,5.0,3.0,Success,-1407.2524127855143
Computer,Computer_13,,1443.3707699555987,,5.0,,,Success,
CoolingSystem,CoolingSystem_22,0.0,1447.24457145671,1447.24457145671,23.0,4.447731755424063,3.0,Success,-1416.796839701286
Processor,Processor_23,0.0,1457.3976903559592,1457.3976903559592,24.0,5.0,4.0,Success,-1424.3976903559592
GraphicsCard,GraphicsCard_23,0.0,1467.2458294152646,1467.2458294152646,24.0,5.0,4.0,Success,-1434.2458294152646
Storage,Storage_23,0.0,1475.2800462596867,1475.2800462596867,24.0,3.922532588454376,4.0,Success,-1443.3575136712323
CoolingSystem,CoolingSystem_491,0.0,1476.0,1476.0,492.0,4.447731755424063,4.0,Success,-975.5522682445759
Box,Box_23,0.0,1483.916259995195,1483.916259995195,24.0,3.922532588454376,4.0,Success,-1451.9937274067406
PowerSupply,PowerSupply_23,0.0,1494.0319675757696,1494.0319675757696,24.0,5.000000000000001,4.0,Success,-1461.0319675757696
Motherboard,Motherboard_23,0.0,1503.2051097460842,1503.2051097460842,24.0,5.0,4.0,Success,-1470.2051097460842
CoolingSystem,CoolingSystem_23,0.0,1512.518838037987,1512.518838037987,24.0,4.447731755424063,4.0,Success,-1480.071106282563
GraphicsCard,GraphicsCard_11,0.0,1522.6581677010736,1522.6581677010736,12.0,5.0,4.0,Success,-1501.6581677010736
PowerSupply,PowerSupply_11,0.0,1532.9905618186867,1532.9905618186867,12.0,5.000000000000001,4.0,Success,-1511.9905618186867
Processor,Processor_24,0.0,1540.8080190849191,1540.8080190849191,25.0,5.0,2.0,Success,-1508.8080190849191
GraphicsCard,GraphicsCard_24,0.0,1548.9420331371812,1548.9420331371812,25.0,5.0,2.0,Success,-1516.9420331371812
Storage,Storage_24,0.0,1555.216319563936,1555.216319563936,25.0,3.922532588454376,2.0,Success,-1524.2937869754815
Box,Box_24,0.0,1562.182722111794,1562.182722111794,25.0,3.922532588454376,2.0,Success,-1531.2601895233395
PowerSupply,PowerSupply_24,0.0,1570.1222115799865,1570.1222115799865,25.0,5.000000000000001,2.0,Success,-1538.1222115799865
RAM,RAM_24,0.0,1576.4514780754196,1576.4514780754196,25.0,3.3552986512524092,2.0,Success,-1546.096179424167
Computer,Computer_14,,1582.0045168451966,,5.0,,,Success,
Motherboard,Motherboard_24,0.0,1584.5977643734518,1584.5977643734518,25.0,5.0,2.0,Success,-1552.5977643734518
CoolingSystem,CoolingSystem_24,0.0,1591.5977588324722,1591.5977588324722,25.0,4.447731755424063,2.0,Success,-1560.1500270770482
Processor,Processor_25,0.0,1600.3555287910717,1600.3555287910717,26.0,5.0,3.0,Success,-1566.3555287910717
GraphicsCard,GraphicsCard_25,0.0,1608.799960577531,1608.799960577531,26.0,5.0,3.0,Success,-1574.799960577531
Storage,Storage_25,0.0,1617.1789649041925,1617.1789649041925,26.0,3.922532588454376,3.0,Success,-1584.256432315738
Box,Box_25,0.0,1625.408726535449,1625.408726535449,26.0,3.922532588454376,3.0,Success,-1592.4861939469945
PowerSupply,PowerSupply_25,0.0,1635.0836041081463,1635.0836041081463,26.0,5.000000000000001,3.0,Success,-1601.0836041081463
RAM,RAM_25,0.0,1643.039965412572,1643.039965412572,26.0,3.3552986512524092,3.0,Success,-1610.6846667613195
Computer,Computer_15,,1647.0883331180871,,5.0,,,Success,
Motherboard,Motherboard_25,0.0,1652.8214393430958,1652.8214393430958,26.0,5.0,3.0,Success,-1618.8214393430958
CoolingSystem,CoolingSystem_25,0.0,1661.8223121463927,1661.8223121463927,26.0,4.447731755424063,3.0,Success,-1628.3745803909687
Processor,Processor_26,0.0,1671.0093494255073,1671.0093494255073,27.0,5.0,4.0,Success,-1635.0093494255073
GraphicsCard,GraphicsCard_26,0.0,1680.4678559860627,1680.4678559860627,27.0,5.0,4.0,Success,-1644.4678559860627
Storage,Storage_26,0.0,1689.2408130726808,1689.2408130726808,27.0,3.922532588454376,4.0,Success,-1654.3182804842263
Box,Box_26,0.0,1699.1151296455075,1699.1151296455075,27.0,3.922532588454376,4.0,Success,-1664.192597057053
PowerSupply,PowerSupply_26,0.0,1708.2069792270606,1708.2069792270606,27.0,5.000000000000001,4.0,Success,-1672.2069792270606
RAM,RAM_26,0.0,1716.3096308221432,1716.3096308221432,27.0,3.3552986512524092,4.0,Success,-1681.9543321708907
Computer,Computer_16,,1721.3025363008683,,5.0,,,Success,
Motherboard,Motherboard_26,0.0,1726.0917789303821,1726.0917789303821,27.0,5.0,4.0,Success,-1690.0917789303821
CoolingSystem,CoolingSystem_26,0.0,1735.050723120941,1735.050723120941,27.0,4.447731755424063,4.0,Success,-1699.602991365517
Processor,Processor_27,0.0,1742.9651238841166,1742.9651238841166,28.0,5.0,2.0,Success,-1707.9651238841166
GraphicsCard,GraphicsCard_27,0.0,1751.8071873855197,1751.8071873855197,28.0,5.0,2.0,Success,-1716.8071873855197
Storage,Storage_27,0.0,1759.4642413386418,1759.4642413386418,28.0,3.922532588454376,2.0,Success,-1725.5417087501874
PowerSupply,PowerSupply_27,0.0,1768.1471145681219,1768.1471145681219,28.0,5.000000000000001,2.0,Success,-1733.1471145681219
RAM,RAM_27,0.0,1774.480331542828,1774.480331542828,28.0,3.3552986512524092,2.0,Success,-1741.1250328915755
Motherboard,Motherboard_27,0.0,1782.8835715786984,1782.8835715786984,28.0,5.0,2.0,Success,-1747.8835715786984
CoolingSystem,CoolingSystem_27,0.0,1791.0811834308947,1791.0811834308947,28.0,4.447731755424063,2.0,Success,-1756.6334516754707
